"","Marca Confiable","Marca innovadora","Marca que endulza mejor","Marca con amplia trayectoria","Marca Experta","Es la marca que me ofrece mejor relación costo /beneficio","Marca Cercana","Es la Marca líder en el mercado","Marca Lejana","Marca Nueva","Es una marca reconocida","Es una marca de excelente calidad /pureza","Es una marca saludable","Es una marca que no se encuentra fácil en supermercados","Es sostenible con el medio ambiente","Es la más dulce","Es una marca costosa","Es la marca más procesada","Es la más natural","Es una marca económica","Es orgánica","Se disuelve fácil","Es una marca con producto de fácil disolución","Es la marca que no modifica el sabor de las comidas","Es la marca que no modifica el color de las comidas"
"475","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Riopaila","Riopaila","Incauca","Incauca","Incauca","Riopaila","Incauca","Incauca","Incauca","Providencia","Incauca","Incauca","Riopaila","Incauca","Incauca","Incauca","Incauca"
"476","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Incauca","Providencia","Manuelita","Manuelita","Manuelita","Providencia","Manuelita","Manuelita","Manuelita","Manuelita","Providencia","Incauca","Manuelita","Manuelita","Manuelita","Riopaila","Manuelita"
"477","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita"
"478","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Incauca","Riopaila","Providencia","Providencia","Providencia","Manuelita","Riopaila","Providencia","Riopaila","Providencia","Providencia","Riopaila","Providencia","Manuelita"
"479",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Riopaila","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Riopaila","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia"
"481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita"
"483","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Incauca","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita"
"484",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","Incauca","Manuelita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Providencia","Incauca","Incauca",NA,NA
"486","Incauca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","Manuelita","Providencia","Manuelita","Riopaila","Incauca","Manuelita","Riopaila","Manuelita","Incauca","Providencia","Manuelita","Manuelita","Providencia","Providencia","Providencia","Manuelita","Riopaila","Manuelita","Providencia","Manuelita","Providencia","Manuelita","Providencia","Manuelita","Manuelita"
"488","Providencia","Providencia","Providencia","Providencia","Manuelita","Manuelita","Manuelita","Providencia","Providencia","Providencia","Manuelita","Providencia","Providencia","Manuelita","Providencia","Manuelita","Incauca","Manuelita","Providencia","Providencia","Manuelita","Providencia","Providencia","Manuelita","Manuelita"
"489","Incauca","Incauca","Riopaila","Incauca","Riopaila","Riopaila","Incauca","Manuelita","Providencia","Providencia","Incauca","Incauca","Incauca","Providencia","Incauca","Manuelita","Manuelita","Incauca","Manuelita","Riopaila","Incauca","Incauca","Incauca","Manuelita","Manuelita"
"490","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Riopaila","Manuelita","Manuelita","Providencia","Incauca","Manuelita","Manuelita","Manuelita","Providencia","Manuelita","Manuelita","Manuelita","Incauca","Manuelita","Riopaila","Manuelita","Manuelita","Manuelita","Manuelita","Incauca"
"491",NA,"Manuelita",NA,"Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Incauca","Riopaila","Manuelita","Manuelita","Manuelita","Manuelita"
"492","Incauca","Manuelita","Incauca","Manuelita","Incauca","Manuelita","Incauca","Incauca","Incauca","Manuelita","Manuelita","Incauca","Manuelita","Manuelita","Incauca","Incauca","Manuelita","Manuelita","Manuelita","Incauca","Incauca","Manuelita","Manuelita","Incauca","Incauca"
"493","Incauca","Incauca","Incauca","Manuelita","Manuelita","Riopaila","Riopaila","Manuelita","Providencia","Riopaila","Manuelita","Providencia","Providencia",NA,"Providencia","Riopaila","Incauca","Incauca","Riopaila","Riopaila","Providencia","Riopaila","Riopaila","Riopaila","Riopaila"
"494","Manuelita","Manuelita","Incauca","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Providencia","Manuelita","Manuelita","Providencia","Providencia","Incauca","Manuelita","Riopaila","Riopaila","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita"
"495","Incauca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","Incauca","Providencia","Providencia","Manuelita","Manuelita","Providencia","Providencia","Manuelita","Providencia","Manuelita","Providencia","Manuelita","Providencia","Manuelita","Providencia","Manuelita","Providencia","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Providencia","Providencia"
"497","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita"
"498","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Providencia","Incauca","Incauca","Incauca","Incauca","Providencia","Incauca","Incauca","Manuelita","Manuelita","Incauca","Riopaila","Incauca","Incauca","Incauca","Incauca","Incauca"
"499","Incauca","Incauca","Incauca","Manuelita","Incauca","Incauca","Incauca","Manuelita","Providencia","Providencia","Manuelita","Incauca","Incauca","Providencia","Incauca","Manuelita","Providencia","Incauca","Providencia","Riopaila","Providencia","Incauca","Incauca","Incauca","Incauca"
"500","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Riopaila","Providencia","Incauca","Manuelita","Incauca","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia"
"501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Providencia","Incauca","Manuelita","Manuelita","Manuelita","Riopaila","Manuelita","Incauca","Incauca","Providencia","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita"
"504","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Providencia","Providencia","Manuelita","Manuelita","Manuelita","Incauca","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita"
"505","Manuelita","Incauca","Manuelita","Providencia","Incauca","Riopaila","Manuelita","Providencia","Manuelita","Manuelita",NA,"Providencia","Manuelita","Manuelita","Providencia","Riopaila","Incauca","Manuelita","Manuelita","Manuelita","Providencia","Incauca","Manuelita","Manuelita","Riopaila"
"506",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","Incauca","Riopaila","Incauca","Incauca","Incauca","Riopaila","Incauca","Incauca","Providencia","Providencia","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Riopaila","Riopaila","Incauca","Incauca","Incauca","Incauca","Incauca"
"508","Manuelita","Incauca","Manuelita","Providencia","Incauca","Manuelita","Incauca","Manuelita","Providencia","Manuelita","Manuelita","Incauca","Manuelita","Incauca","Manuelita","Incauca","Manuelita","Incauca","Manuelita","Manuelita","Manuelita","Incauca","Manuelita","Manuelita","Manuelita"
"509","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Incauca","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila"
"510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","Providencia","Manuelita","Incauca","Riopaila","Incauca","Riopaila","Incauca","Riopaila","Incauca","Riopaila","Incauca","Riopaila","Incauca","Riopaila","Incauca","Riopaila","Riopaila","Incauca","Riopaila","Incauca","Riopaila","Incauca","Riopaila","Incauca","Riopaila"
"512","Riopaila","Manuelita","Riopaila","Manuelita","Manuelita","Manuelita","Manuelita","Incauca","Providencia","Providencia","Manuelita","Riopaila","Riopaila","Incauca","Riopaila","Manuelita","Incauca","Manuelita","Riopaila","Manuelita","Manuelita","Manuelita","Manuelita","Riopaila","Riopaila"
"513","Manuelita","Manuelita","Manuelita","Manuelita","Incauca","Manuelita","Manuelita","Manuelita",NA,NA,"Manuelita","Manuelita","Manuelita","Riopaila","Manuelita","Manuelita","Providencia",NA,"Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita"
"514","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Providencia","Providencia","Incauca","Incauca","Incauca","Providencia","Incauca","Incauca","Manuelita","Manuelita","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca"
"515","Riopaila","Manuelita","Manuelita","Incauca","Riopaila","Manuelita","Incauca","Manuelita","Incauca","Riopaila","Manuelita","Incauca","Incauca","Manuelita","Manuelita","Manuelita","Providencia","Riopaila","Riopaila","Providencia","Providencia","Manuelita","Incauca","Manuelita","Manuelita"
"516","Providencia",NA,"Providencia","Manuelita","Manuelita","Providencia","Providencia","Manuelita","Riopaila","Providencia","Manuelita","Providencia","Providencia","Providencia","Providencia","Riopaila","Manuelita","Manuelita","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia"
"517","Manuelita","Providencia","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Providencia","Providencia","Manuelita","Manuelita","Manuelita","Providencia","Manuelita","Riopaila","Providencia","Incauca","Manuelita","Manuelita","Providencia","Manuelita","Manuelita","Manuelita","Manuelita"
"518","Incauca","Providencia","Incauca","Incauca","Manuelita","Manuelita","Incauca","Incauca","Providencia","Providencia","Incauca","Incauca","Manuelita","Riopaila","Incauca","Manuelita","Incauca","Riopaila","Manuelita","Providencia","Incauca","Incauca","Manuelita","Incauca","Manuelita"
"519","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Manuelita","Riopaila","Riopaila","Incauca","Incauca","Incauca","Riopaila","Incauca","Incauca","Providencia","Riopaila","Incauca","Riopaila","Incauca","Incauca","Incauca","Incauca","Incauca"
"520","Providencia","Incauca","Riopaila","Incauca",NA,"Providencia",NA,"Manuelita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Riopaila","Providencia","Manuelita","Manuelita","Manuelita","Riopaila","Manuelita","Manuelita","Incauca","Incauca","Manuelita","Riopaila","Incauca","Manuelita","Manuelita","Manuelita","Manuelita"
"523","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Manuelita","Incauca","Providencia","Incauca","Incauca","Incauca","Manuelita","Incauca","Riopaila","Incauca","Incauca","Incauca","Providencia","Incauca","Incauca","Incauca","Incauca","Incauca"
"524","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita"
"525","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia"
"526","Manuelita","Riopaila",NA,"Riopaila","Riopaila",NA,"Incauca","Riopaila",NA,"Manuelita","Riopaila","Incauca","Manuelita","Riopaila","Riopaila",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Incauca","Providencia","Riopaila","Riopaila","Riopaila","Manuelita","Riopaila","Riopaila","Incauca","Incauca","Riopaila","Riopaila","Providencia","Riopaila","Riopaila","Riopaila","Riopaila"
"529","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Riopaila","Providencia","Incauca","Incauca","Incauca","Manuelita","Incauca","Incauca","Riopaila","Riopaila","Incauca","Providencia","Incauca","Incauca","Incauca","Incauca","Incauca"
"530",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","Manuelita","Incauca","Manuelita","Incauca","Riopaila","Providencia","Providencia","Incauca","Providencia","Providencia","Incauca","Riopaila","Riopaila","Riopaila","Riopaila","Manuelita","Incauca","Incauca","Riopaila","Providencia","Manuelita","Manuelita","Incauca","Manuelita","Manuelita"
"532","Providencia","Providencia","Providencia","Providencia","Manuelita","Providencia","Providencia","Providencia","Riopaila","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia",NA,"Riopaila","Incauca","Incauca",NA,"Manuelita","Providencia","Providencia","Providencia"
"533","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita"
"534","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Incauca","Incauca","Manuelita","Providencia","Providencia","Manuelita","Manuelita","Manuelita","Providencia","Manuelita","Manuelita","Manuelita","Riopaila","Manuelita","Incauca","Incauca",NA,"Manuelita","Manuelita","Incauca"
"535","Providencia","Providencia","Providencia","Incauca","Manuelita","Manuelita","Manuelita","Incauca","Providencia","Providencia","Incauca","Manuelita","Providencia","Providencia","Providencia","Providencia","Incauca","Incauca","Providencia","Manuelita","Providencia","Manuelita","Manuelita","Riopaila","Incauca"
"536","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Providencia","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Manuelita","Manuelita","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca"
"537","Incauca","Riopaila",NA,"Manuelita","Providencia","Riopaila","Incauca","Riopaila","Incauca","Riopaila","Incauca","Riopaila","Incauca","Riopaila","Incauca","Riopaila","Incauca","Riopaila","Riopaila","Incauca","Riopaila","Incauca","Riopaila","Incauca","Riopaila"
"538","Manuelita","Riopaila","Manuelita","Incauca","Manuelita","Providencia","Manuelita","Riopaila","Incauca","Providencia","Manuelita","Providencia","Riopaila","Providencia","Incauca","Providencia","Manuelita","Riopaila","Manuelita","Incauca","Providencia","Manuelita","Incauca","Riopaila","Providencia"
"539",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","Incauca","Riopaila","Incauca","Incauca","Incauca","Incauca","Incauca","Riopaila","Providencia","Providencia","Incauca","Incauca","Riopaila","Providencia","Providencia","Manuelita","Riopaila","Providencia","Providencia","Incauca","Manuelita","Manuelita","Manuelita","Incauca","Incauca"
"541","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Incauca","Providencia","Providencia","Manuelita","Manuelita","Manuelita","Providencia","Manuelita","Incauca","Riopaila","Incauca","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita"
"542","Providencia","Manuelita","Providencia","Manuelita","Providencia","Providencia","Providencia","Manuelita","Riopaila","Riopaila","Manuelita","Incauca","Incauca","Manuelita","Providencia","Riopaila","Incauca","Manuelita","Providencia","Riopaila","Providencia","Providencia","Providencia","Manuelita","Manuelita"
"543","Manuelita","Riopaila","Providencia","Manuelita","Incauca","Manuelita","Incauca","Manuelita","Riopaila","Providencia","Manuelita","Manuelita","Incauca","Riopaila","Providencia","Manuelita","Providencia","Manuelita","Incauca","Riopaila","Manuelita","Manuelita","Manuelita","Incauca","Manuelita"
"544","Manuelita","Manuelita","Incauca","Incauca","Manuelita","Riopaila","Providencia","Manuelita","Providencia","Providencia","Manuelita","Manuelita","Manuelita","Incauca","Manuelita","Riopaila","Riopaila","Providencia","Manuelita","Incauca","Manuelita","Manuelita","Manuelita","Incauca","Incauca"
"545","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila","Riopaila"
"546","Providencia","Manuelita","Riopaila","Incauca","Incauca","Providencia","Incauca","Riopaila","Manuelita","Providencia","Manuelita","Providencia","Riopaila","Manuelita","Providencia","Riopaila","Manuelita","Riopaila","Providencia","Incauca","Riopaila","Providencia","Manuelita","Incauca","Providencia"
"547","Manuelita",NA,"Manuelita","Incauca","Manuelita","Riopaila","Incauca","Manuelita","Riopaila","Riopaila","Manuelita","Manuelita","Incauca","Providencia","Incauca","Incauca","Incauca","Providencia","Riopaila","Providencia","Manuelita","Incauca","Manuelita","Incauca","Incauca"
"548","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Providencia","Providencia","Manuelita","Manuelita","Manuelita","Providencia","Manuelita","Incauca","Incauca","Riopaila","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita"
"549","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Riopaila","Incauca","Manuelita","Providencia","Incauca","Incauca","Incauca","Incauca","Incauca","Manuelita","Providencia","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca"
"550","Manuelita","Providencia","Manuelita","Manuelita","Incauca","Manuelita","Riopaila","Manuelita","Providencia","Providencia","Riopaila","Manuelita","Providencia","Manuelita","Incauca","Riopaila","Providencia","Riopaila","Manuelita","Manuelita","Providencia","Manuelita","Manuelita","Riopaila","Manuelita"
"551","Providencia","Incauca","Providencia","Incauca","Incauca","Providencia","Providencia","Incauca","Riopaila","Riopaila","Incauca","Incauca","Manuelita","Manuelita","Manuelita","Manuelita","Incauca","Manuelita","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia","Providencia"
"552","Manuelita","Incauca","Riopaila","Riopaila","Incauca","Manuelita","Incauca","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Incauca","Riopaila"
"553","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita"
"554","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Providencia","Providencia","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Providencia","Providencia","Manuelita","Manuelita","Providencia","Manuelita","Manuelita","Manuelita","Manuelita"
"555","Incauca","Manuelita","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Riopaila","Incauca","Providencia","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca"
"556","Riopaila","Providencia","Providencia","Providencia","Riopaila","Providencia","Providencia","Incauca","Manuelita","Manuelita","Riopaila","Providencia","Manuelita","Incauca","Manuelita","Providencia","Riopaila","Riopaila","Manuelita","Providencia","Manuelita","Riopaila","Incauca","Riopaila","Riopaila"
"557","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Providencia","Providencia","Manuelita","Manuelita","Manuelita","Providencia","Manuelita","Manuelita","Manuelita","Incauca","Manuelita","Providencia","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita"
"558","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Providencia","Providencia","Manuelita","Manuelita","Manuelita","Providencia","Manuelita","Manuelita","Incauca","Riopaila","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita"
"559","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Riopaila","Manuelita","Manuelita","Manuelita","Manuelita","Riopaila","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Providencia","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita"
"560","Manuelita","Incauca","Incauca","Providencia","Providencia","Providencia","Manuelita","Manuelita","Riopaila","Riopaila","Providencia","Providencia","Incauca","Manuelita","Providencia","Manuelita","Incauca","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita"
"561","Manuelita",NA,"Manuelita","Incauca","Riopaila","Riopaila","Manuelita","Incauca","Manuelita","Incauca","Riopaila","Manuelita","Manuelita","Riopaila","Manuelita","Manuelita","Riopaila","Riopaila","Riopaila","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita"
"562",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","Manuelita","Incauca","Manuelita","Incauca","Incauca","Manuelita","Manuelita","Manuelita","Providencia","Riopaila","Incauca","Manuelita","Riopaila","Riopaila","Riopaila","Manuelita","Providencia","Riopaila","Incauca","Manuelita","Manuelita","Incauca","Incauca","Manuelita","Manuelita"
"564","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita"
"565","Manuelita","Riopaila","Riopaila","Incauca","Incauca","Riopaila","Riopaila","Incauca","Providencia","Providencia","Manuelita","Incauca","Incauca","Riopaila","Incauca","Manuelita","Incauca","Incauca","Manuelita","Riopaila","Manuelita","Riopaila","Riopaila","Manuelita","Manuelita"
"566",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","Manuelita","Manuelita","Manuelita","Riopaila","Providencia","Providencia","Manuelita","Incauca","Incauca","Manuelita","Manuelita","Manuelita","Providencia","Manuelita","Manuelita","Manuelita","Manuelita","Providencia","Manuelita","Manuelita","Manuelita","Providencia","Providencia","Manuelita","Manuelita"
"568","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Providencia","Providencia","Manuelita","Manuelita","Manuelita","Providencia","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Incauca","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita"
"569","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita"
"570","Manuelita","Providencia","Manuelita","Providencia","Manuelita","Manuelita","Manuelita","Manuelita","Providencia","Providencia","Manuelita","Providencia","Providencia","Providencia","Providencia","Manuelita","Providencia","Manuelita","Providencia","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita","Manuelita"
"571","Incauca","Incauca","Riopaila","Incauca","Manuelita","Manuelita","Incauca","Incauca","Riopaila","Providencia","Manuelita","Incauca","Incauca","Providencia","Providencia","Incauca","Providencia","Manuelita","Incauca","Incauca","Incauca","Manuelita","Providencia","Manuelita","Manuelita"
"572","Providencia","Incauca","Riopaila","Providencia",NA,"Incauca","Riopaila","Incauca","Providencia","Riopaila","Providencia","Providencia","Incauca","Providencia","Manuelita","Incauca","Incauca","Riopaila","Manuelita","Riopaila","Providencia","Riopaila","Providencia","Manuelita","Providencia"
"573","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca","Incauca"
"574",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575","Providencia","Manuelita","Manuelita","Manuelita","Incauca","Incauca","Riopaila","Incauca","Manuelita","Providencia","Manuelita","Manuelita","Incauca","Incauca","Manuelita","Manuelita","Manuelita","Incauca","Manuelita","Manuelita","Manuelita","Manuelita","Incauca","Providencia","Incauca"
"576","Providencia",NA,NA,NA,"Riopaila","Incauca","Riopaila","Providencia","Incauca","Providencia","Incauca","Manuelita","Incauca","Riopaila","Manuelita","Riopaila","Providencia","Manuelita","Incauca","Providencia","Manuelita","Manuelita","Providencia","Manuelita","Providencia"
"577","Providencia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578","Providencia","Providencia","Manuelita","Manuelita","Manuelita","Manuelita","Incauca","Incauca","Riopaila","Riopaila","Manuelita","Incauca","Incauca","Providencia","Manuelita","Incauca","Riopaila","Manuelita","Manuelita","Manuelita","Incauca","Incauca","Manuelita","Providencia","Incauca"
